date,product,product encoded,market,size,price
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Kharkhorin,kg,1800
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Khuchit Shonkhor,kg,1800
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Max/M Mart,kg,1780
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Mercury/Ikh Nayad,kg,2000
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Nomin,kg,1479
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Orgil,kg,1730
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Sansar,kg,1500
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Saruul,kg,
43747.00,"Altan Taria Packaged Flour, Top Grade",0,Tavan Erdene,kg,1800
43747.00,"Apple, Fuji",0,Bars,kg,4000
43747.00,"Apple, Fuji",0,Bayanzurkh,kg,4000
43747.00,"Apple, Fuji",0,Bumbugur,kg,4000
43747.00,"Apple, Fuji",0,Emart,kg,
43747.00,"Apple, Fuji",0,Kharkhorin,kg,4000
43747.00,"Apple, Fuji",0,Khuchit Shonkhor,kg,4000
43747.00,"Apple, Fuji",0,Max/M Mart,kg,4500
43747.00,"Apple, Fuji",0,Mercury/Ikh Nayad,kg,
43747.00,"Apple, Fuji",0,Nomin,kg,4199
43747.00,"Apple, Fuji",0,Orgil,kg,
43747.00,"Apple, Fuji",0,Sansar,kg,4500
43747.00,"Apple, Fuji",0,Saruul,kg,
43747.00,"Apple, Fuji",0,Tavan Erdene,kg,4500
43747.00,Atar Brand Bread,0,Bars,each,1300
43747.00,Atar Brand Bread,0,Bayanzurkh,each,1300
43747.00,Atar Brand Bread,0,Bumbugur,each,1200
43747.00,Atar Brand Bread,0,Emart,each,1310
43747.00,Atar Brand Bread,0,Kharkhorin,each,1300
43747.00,Atar Brand Bread,0,Khuchit Shonkhor,each,1300
43747.00,Atar Brand Bread,0,Max/M Mart,each,1330
43747.00,Atar Brand Bread,0,Mercury/Ikh Nayad,each,1320
43747.00,Atar Brand Bread,0,Nomin,each,1340
43747.00,Atar Brand Bread,0,Orgil,each,1320
43747.00,Atar Brand Bread,0,Sansar,each,1320
43747.00,Atar Brand Bread,0,Saruul,each,
43747.00,Atar Brand Bread,0,Tavan Erdene,each,1300
43747.00,Beef Boneless,0,Bars,kg,13500
43747.00,Beef Boneless,0,Bayanzurkh,kg,14000
43747.00,Beef Boneless,0,Bumbugur,kg,14000
43747.00,Beef Boneless,0,Emart,kg,16300
43747.00,Beef Boneless,0,Kharkhorin,kg,13000
43747.00,Beef Boneless,0,Khuchit Shonkhor,kg,13500
43747.00,Beef Boneless,0,Max/M Mart,kg,
43747.00,Beef Boneless,0,Mercury/Ikh Nayad,kg,15500
43747.00,Beef Boneless,0,Nomin,kg,14999
43747.00,Beef Boneless,0,Orgil,kg,
43747.00,Beef Boneless,0,Sansar,kg,
43747.00,Beef Boneless,0,Saruul,kg,
43747.00,Beef Boneless,0,Tavan Erdene,kg,14500
43747.00,Beef w/Bones,0,Bars,kg,11000
43747.00,Beef w/Bones,0,Bayanzurkh,kg,10500
43747.00,Beef w/Bones,0,Bumbugur,kg,11000
43747.00,Beef w/Bones,0,Emart,kg,12600
43747.00,Beef w/Bones,0,Kharkhorin,kg,9500
43747.00,Beef w/Bones,0,Khuchit Shonkhor,kg,9800
43747.00,Beef w/Bones,0,Max/M Mart,kg,
43747.00,Beef w/Bones,0,Mercury/Ikh Nayad,kg,12500
43747.00,Beef w/Bones,0,Nomin,kg,12499
43747.00,Beef w/Bones,0,Orgil,kg,
43747.00,Beef w/Bones,0,Sansar,kg,
43747.00,Beef w/Bones,0,Saruul,kg,
43747.00,Beef w/Bones,0,Tavan Erdene,kg,11800
43747.00,"Beet, Mongolian",0,Bars,kg,2500
43747.00,"Beet, Mongolian",0,Bayanzurkh,kg,3000
43747.00,"Beet, Mongolian",0,Bumbugur,kg,3000
43747.00,"Beet, Mongolian",0,Emart,kg,
43747.00,"Beet, Mongolian",0,Kharkhorin,kg,2500
43747.00,"Beet, Mongolian",0,Khuchit Shonkhor,kg,2500
43747.00,"Beet, Mongolian",0,Max/M Mart,kg,
43747.00,"Beet, Mongolian",0,Mercury/Ikh Nayad,kg,3000
43747.00,"Beet, Mongolian",0,Nomin,kg,2259
43747.00,"Beet, Mongolian",0,Orgil,kg,
43747.00,"Beet, Mongolian",0,Sansar,kg,
43747.00,"Beet, Mongolian",0,Saruul,kg,
43747.00,"Beet, Mongolian",0,Tavan Erdene,kg,2500
43747.00,Brown Bread,0,Bars,300 g,950
43747.00,Brown Bread,0,Bayanzurkh,300 g,950
43747.00,Brown Bread,0,Bumbugur,300 g,950
43747.00,Brown Bread,0,Emart,300 g,1050
43747.00,Brown Bread,0,Kharkhorin,300 g,900
43747.00,Brown Bread,0,Khuchit Shonkhor,300 g,950
43747.00,Brown Bread,0,Max/M Mart,300 g,1130
43747.00,Brown Bread,0,Mercury/Ikh Nayad,300 g,1000
43747.00,Brown Bread,0,Nomin,300 g,969
43747.00,Brown Bread,0,Orgil,300 g,1020
43747.00,Brown Bread,0,Sansar,300 g,980
43747.00,Brown Bread,0,Saruul,300 g,
43747.00,Brown Bread,0,Tavan Erdene,300 g,950
43747.00,"Butter, Suu LTD",0,Bars,kg,3800
43747.00,"Butter, Suu LTD",0,Bayanzurkh,kg,4000
43747.00,"Butter, Suu LTD",0,Bumbugur,kg,
43747.00,"Butter, Suu LTD",0,Emart,kg,
43747.00,"Butter, Suu LTD",0,Kharkhorin,kg,
43747.00,"Butter, Suu LTD",0,Khuchit Shonkhor,kg,4000
43747.00,"Butter, Suu LTD",0,Max/M Mart,kg,3890
43747.00,"Butter, Suu LTD",0,Mercury/Ikh Nayad,kg,
43747.00,"Butter, Suu LTD",0,Nomin,kg,3739
43747.00,"Butter, Suu LTD",0,Orgil,kg,3740
43747.00,"Butter, Suu LTD",0,Sansar,kg,
43747.00,"Butter, Suu LTD",0,Saruul,kg,
43747.00,"Butter, Suu LTD",0,Tavan Erdene,kg,
43747.00,"Cabbage, Mongolian",0,Bars,kg,1500
43747.00,"Cabbage, Mongolian",0,Bayanzurkh,kg,1500
43747.00,"Cabbage, Mongolian",0,Bumbugur,kg,1500
43747.00,"Cabbage, Mongolian",0,Emart,kg,1699
43747.00,"Cabbage, Mongolian",0,Kharkhorin,kg,1500
43747.00,"Cabbage, Mongolian",0,Khuchit Shonkhor,kg,1500
43747.00,"Cabbage, Mongolian",0,Max/M Mart,kg,
43747.00,"Cabbage, Mongolian",0,Mercury/Ikh Nayad,kg,1800
43747.00,"Cabbage, Mongolian",0,Nomin,kg,2249
43747.00,"Cabbage, Mongolian",0,Orgil,kg,1599
43747.00,"Cabbage, Mongolian",0,Sansar,kg,2000
43747.00,"Cabbage, Mongolian",0,Saruul,kg,
43747.00,"Cabbage, Mongolian",0,Tavan Erdene,kg,1800
43747.00,"Carrot, Mongolian",0,Bars,kg,1500
43747.00,"Carrot, Mongolian",0,Bayanzurkh,kg,1800
43747.00,"Carrot, Mongolian",0,Bumbugur,kg,1500
43747.00,"Carrot, Mongolian",0,Emart,kg,1549
43747.00,"Carrot, Mongolian",0,Kharkhorin,kg,1500
43747.00,"Carrot, Mongolian",0,Khuchit Shonkhor,kg,1500
43747.00,"Carrot, Mongolian",0,Max/M Mart,kg,1500
43747.00,"Carrot, Mongolian",0,Mercury/Ikh Nayad,kg,1800
43747.00,"Carrot, Mongolian",0,Nomin,kg,1599
43747.00,"Carrot, Mongolian",0,Orgil,kg,1799
43747.00,"Carrot, Mongolian",0,Sansar,kg,1800
43747.00,"Carrot, Mongolian",0,Saruul,kg,
43747.00,"Carrot, Mongolian",0,Tavan Erdene,kg,1800
43747.00,"Egg, Russian",0,Bars,each,270
43747.00,"Egg, Russian",0,Bayanzurkh,each,300
43747.00,"Egg, Russian",0,Bumbugur,each,320
43747.00,"Egg, Russian",0,Emart,each,400
43747.00,"Egg, Russian",0,Kharkhorin,each,280
43747.00,"Egg, Russian",0,Khuchit Shonkhor,each,280
43747.00,"Egg, Russian",0,Max/M Mart,each,370
43747.00,"Egg, Russian",0,Mercury/Ikh Nayad,each,360
43747.00,"Egg, Russian",0,Nomin,each,369
43747.00,"Egg, Russian",0,Orgil,each,380
43747.00,"Egg, Russian",0,Sansar,each,360
43747.00,"Egg, Russian",0,Saruul,each,
43747.00,"Egg, Russian",0,Tavan Erdene,each,340
43747.00,Goat Meat w/Bones,0,Bars,kg,
43747.00,Goat Meat w/Bones,0,Bayanzurkh,kg,
43747.00,Goat Meat w/Bones,0,Bumbugur,kg,
43747.00,Goat Meat w/Bones,0,Emart,kg,
43747.00,Goat Meat w/Bones,0,Kharkhorin,kg,8300
43747.00,Goat Meat w/Bones,0,Khuchit Shonkhor,kg,8500
43747.00,Goat Meat w/Bones,0,Max/M Mart,kg,
43747.00,Goat Meat w/Bones,0,Mercury/Ikh Nayad,kg,
43747.00,Goat Meat w/Bones,0,Nomin,kg,
43747.00,Goat Meat w/Bones,0,Orgil,kg,
43747.00,Goat Meat w/Bones,0,Sansar,kg,
43747.00,Goat Meat w/Bones,0,Saruul,kg,
43747.00,Goat Meat w/Bones,0,Tavan Erdene,kg,
43747.00,"Gree Tea, Georgia",0,Bars,kg,1500
43747.00,"Gree Tea, Georgia",0,Bayanzurkh,kg,1500
43747.00,"Gree Tea, Georgia",0,Bumbugur,kg,1500
43747.00,"Gree Tea, Georgia",0,Emart,kg,1550
43747.00,"Gree Tea, Georgia",0,Kharkhorin,kg,1600
43747.00,"Gree Tea, Georgia",0,Khuchit Shonkhor,kg,1500
43747.00,"Gree Tea, Georgia",0,Max/M Mart,kg,1520
43747.00,"Gree Tea, Georgia",0,Mercury/Ikh Nayad,kg,
43747.00,"Gree Tea, Georgia",0,Nomin,kg,1599
43747.00,"Gree Tea, Georgia",0,Orgil,kg,1530
43747.00,"Gree Tea, Georgia",0,Sansar,kg,1550
43747.00,"Gree Tea, Georgia",0,Saruul,kg,
43747.00,"Gree Tea, Georgia",0,Tavan Erdene,kg,1500
43747.00,Horse Meat w/Bones,0,Bars,kg,
43747.00,Horse Meat w/Bones,0,Bayanzurkh,kg,8500
43747.00,Horse Meat w/Bones,0,Bumbugur,kg,9000
43747.00,Horse Meat w/Bones,0,Emart,kg,
43747.00,Horse Meat w/Bones,0,Kharkhorin,kg,8500
43747.00,Horse Meat w/Bones,0,Khuchit Shonkhor,kg,8300
43747.00,Horse Meat w/Bones,0,Max/M Mart,kg,
43747.00,Horse Meat w/Bones,0,Mercury/Ikh Nayad,kg,
43747.00,Horse Meat w/Bones,0,Nomin,kg,
43747.00,Horse Meat w/Bones,0,Orgil,kg,
43747.00,Horse Meat w/Bones,0,Sansar,kg,
43747.00,Horse Meat w/Bones,0,Saruul,kg,
43747.00,Horse Meat w/Bones,0,Tavan Erdene,kg,
43747.00,"Milk, Bulk",0,Bars,liter,
43747.00,"Milk, Bulk",0,Bayanzurkh,liter,
43747.00,"Milk, Bulk",0,Bumbugur,liter,
43747.00,"Milk, Bulk",0,Emart,liter,
43747.00,"Milk, Bulk",0,Kharkhorin,liter,1200
43747.00,"Milk, Bulk",0,Khuchit Shonkhor,liter,
43747.00,"Milk, Bulk",0,Max/M Mart,liter,
43747.00,"Milk, Bulk",0,Mercury/Ikh Nayad,liter,
43747.00,"Milk, Bulk",0,Nomin,liter,
43747.00,"Milk, Bulk",0,Orgil,liter,
43747.00,"Milk, Bulk",0,Sansar,liter,
43747.00,"Milk, Bulk",0,Saruul,liter,
43747.00,"Milk, Bulk",0,Tavan Erdene,liter,1500
43747.00,Mutton Boneless,0,Bars,kg,
43747.00,Mutton Boneless,0,Bayanzurkh,kg,9500
43747.00,Mutton Boneless,0,Bumbugur,kg,
43747.00,Mutton Boneless,0,Emart,kg,
43747.00,Mutton Boneless,0,Kharkhorin,kg,9000
43747.00,Mutton Boneless,0,Khuchit Shonkhor,kg,9500
43747.00,Mutton Boneless,0,Max/M Mart,kg,
43747.00,Mutton Boneless,0,Mercury/Ikh Nayad,kg,
43747.00,Mutton Boneless,0,Nomin,kg,
43747.00,Mutton Boneless,0,Orgil,kg,
43747.00,Mutton Boneless,0,Sansar,kg,
43747.00,Mutton Boneless,0,Saruul,kg,
43747.00,Mutton Boneless,0,Tavan Erdene,kg,
43747.00,Mutton w/Bones,0,Bars,kg,9000
43747.00,Mutton w/Bones,0,Bayanzurkh,kg,8500
43747.00,Mutton w/Bones,0,Bumbugur,kg,9000
43747.00,Mutton w/Bones,0,Emart,kg,10499
43747.00,Mutton w/Bones,0,Kharkhorin,kg,8300
43747.00,Mutton w/Bones,0,Khuchit Shonkhor,kg,8500
43747.00,Mutton w/Bones,0,Max/M Mart,kg,9800
43747.00,Mutton w/Bones,0,Mercury/Ikh Nayad,kg,10500
43747.00,Mutton w/Bones,0,Nomin,kg,9599
43747.00,Mutton w/Bones,0,Orgil,kg,
43747.00,Mutton w/Bones,0,Sansar,kg,
43747.00,Mutton w/Bones,0,Saruul,kg,
43747.00,Mutton w/Bones,0,Tavan Erdene,kg,9500
43747.00,"Onion, China",0,Bars,kg,1200
43747.00,"Onion, China",0,Bayanzurkh,kg,1200
43747.00,"Onion, China",0,Bumbugur,kg,1300
43747.00,"Onion, China",0,Emart,kg,
43747.00,"Onion, China",0,Kharkhorin,kg,1200
43747.00,"Onion, China",0,Khuchit Shonkhor,kg,1000
43747.00,"Onion, China",0,Max/M Mart,kg,1300
43747.00,"Onion, China",0,Mercury/Ikh Nayad,kg,1500
43747.00,"Onion, China",0,Nomin,kg,
43747.00,"Onion, China",0,Orgil,kg,
43747.00,"Onion, China",0,Sansar,kg,1500
43747.00,"Onion, China",0,Saruul,kg,
43747.00,"Onion, China",0,Tavan Erdene,kg,1500
43747.00,"Potato, Mongolian",0,Bars,kg,700
43747.00,"Potato, Mongolian",0,Bayanzurkh,kg,900
43747.00,"Potato, Mongolian",0,Bumbugur,kg,900
43747.00,"Potato, Mongolian",0,Emart,kg,960
43747.00,"Potato, Mongolian",0,Kharkhorin,kg,700
43747.00,"Potato, Mongolian",0,Khuchit Shonkhor,kg,800
43747.00,"Potato, Mongolian",0,Max/M Mart,kg,1160
43747.00,"Potato, Mongolian",0,Mercury/Ikh Nayad,kg,1000
43747.00,"Potato, Mongolian",0,Nomin,kg,899
43747.00,"Potato, Mongolian",0,Orgil,kg,1499
43747.00,"Potato, Mongolian",0,Sansar,kg,899
43747.00,"Potato, Mongolian",0,Saruul,kg,
43747.00,"Potato, Mongolian",0,Tavan Erdene,kg,1000
43747.00,"Round Bread, Czech Style",0,Bars,each,1450
43747.00,"Round Bread, Czech Style",0,Bayanzurkh,each,1500
43747.00,"Round Bread, Czech Style",0,Bumbugur,each,1380
43747.00,"Round Bread, Czech Style",0,Emart,each,1450
43747.00,"Round Bread, Czech Style",0,Kharkhorin,each,1450
43747.00,"Round Bread, Czech Style",0,Khuchit Shonkhor,each,1450
43747.00,"Round Bread, Czech Style",0,Max/M Mart,each,1610
43747.00,"Round Bread, Czech Style",0,Mercury/Ikh Nayad,each,1500
43747.00,"Round Bread, Czech Style",0,Nomin,each,1549
43747.00,"Round Bread, Czech Style",0,Orgil,each,1460
43747.00,"Round Bread, Czech Style",0,Sansar,each,1430
43747.00,"Round Bread, Czech Style",0,Saruul,each,
43747.00,"Round Bread, Czech Style",0,Tavan Erdene,each,1400
43747.00,Sugar,0,Bars,kg,2600
43747.00,Sugar,0,Bayanzurkh,kg,2750
43747.00,Sugar,0,Bumbugur,kg,2600
43747.00,Sugar,0,Emart,kg,
43747.00,Sugar,0,Kharkhorin,kg,2700
43747.00,Sugar,0,Khuchit Shonkhor,kg,2700
43747.00,Sugar,0,Max/M Mart,kg,2740
43747.00,Sugar,0,Mercury/Ikh Nayad,kg,
43747.00,Sugar,0,Nomin,kg,2749
43747.00,Sugar,0,Orgil,kg,
43747.00,Sugar,0,Sansar,kg,
43747.00,Sugar,0,Saruul,kg,
43747.00,Sugar,0,Tavan Erdene,kg,3000
43747.00,"Suu Brand Milk, 0.5l",0,Bars,liter,1050
43747.00,"Suu Brand Milk, 0.5l",0,Bayanzurkh,liter,1100
43747.00,"Suu Brand Milk, 0.5l",0,Bumbugur,liter,1100
43747.00,"Suu Brand Milk, 0.5l",0,Emart,liter,1130
43747.00,"Suu Brand Milk, 0.5l",0,Kharkhorin,liter,1050
43747.00,"Suu Brand Milk, 0.5l",0,Khuchit Shonkhor,liter,1100
43747.00,"Suu Brand Milk, 0.5l",0,Max/M Mart,liter,1100
43747.00,"Suu Brand Milk, 0.5l",0,Mercury/Ikh Nayad,liter,1200
43747.00,"Suu Brand Milk, 0.5l",0,Nomin,liter,1099
43747.00,"Suu Brand Milk, 0.5l",0,Orgil,liter,1149
43747.00,"Suu Brand Milk, 0.5l",0,Sansar,liter,1100
43747.00,"Suu Brand Milk, 0.5l",0,Saruul,liter,
43747.00,"Suu Brand Milk, 0.5l",0,Tavan Erdene,liter,1100
43747.00,"Suu Brand Milk, 1l",0,Bars,liter,2600
43747.00,"Suu Brand Milk, 1l",0,Bayanzurkh,liter,2700
43747.00,"Suu Brand Milk, 1l",0,Bumbugur,liter,2600
43747.00,"Suu Brand Milk, 1l",0,Emart,liter,2640
43747.00,"Suu Brand Milk, 1l",0,Kharkhorin,liter,2600
43747.00,"Suu Brand Milk, 1l",0,Khuchit Shonkhor,liter,2600
43747.00,"Suu Brand Milk, 1l",0,Max/M Mart,liter,2640
43747.00,"Suu Brand Milk, 1l",0,Mercury/Ikh Nayad,liter,2800
43747.00,"Suu Brand Milk, 1l",0,Nomin,liter,2639
43747.00,"Suu Brand Milk, 1l",0,Orgil,liter,2660
43747.00,"Suu Brand Milk, 1l",0,Sansar,liter,2640
43747.00,"Suu Brand Milk, 1l",0,Saruul,liter,
43747.00,"Suu Brand Milk, 1l",0,Tavan Erdene,liter,2700
43747.00,Vegatable Oil,0,Bars,1 liter,3500
43747.00,Vegatable Oil,0,Bayanzurkh,1 liter,3400
43747.00,Vegatable Oil,0,Bumbugur,1 liter,3500
43747.00,Vegatable Oil,0,Emart,1 liter,3750
43747.00,Vegatable Oil,0,Kharkhorin,1 liter,3300
43747.00,Vegatable Oil,0,Khuchit Shonkhor,1 liter,3500
43747.00,Vegatable Oil,0,Max/M Mart,1 liter,3740
43747.00,Vegatable Oil,0,Mercury/Ikh Nayad,1 liter,
43747.00,Vegatable Oil,0,Nomin,1 liter,3749
43747.00,Vegatable Oil,0,Orgil,1 liter,3750
43747.00,Vegatable Oil,0,Sansar,1 liter,3600
43747.00,Vegatable Oil,0,Saruul,1 liter,
43747.00,Vegatable Oil,0,Tavan Erdene,1 liter,3400
43747.00,White Rice,0,Bars,kg,3200
43747.00,White Rice,0,Bayanzurkh,kg,3400
43747.00,White Rice,0,Bumbugur,kg,3300
43747.00,White Rice,0,Emart,kg,
43747.00,White Rice,0,Kharkhorin,kg,3500
43747.00,White Rice,0,Khuchit Shonkhor,kg,3500
43747.00,White Rice,0,Max/M Mart,kg,3750
43747.00,White Rice,0,Mercury/Ikh Nayad,kg,
43747.00,White Rice,0,Nomin,kg,3639
43747.00,White Rice,0,Orgil,kg,
43747.00,White Rice,0,Sansar,kg,3680
43747.00,White Rice,0,Saruul,kg,
43747.00,White Rice,0,Tavan Erdene,kg,3800
43747.00,Yellow Rice,0,Bars,kg,2400
43747.00,Yellow Rice,0,Bayanzurkh,kg,2500
43747.00,Yellow Rice,0,Bumbugur,kg,2500
43747.00,Yellow Rice,0,Emart,kg,
43747.00,Yellow Rice,0,Kharkhorin,kg,2400
43747.00,Yellow Rice,0,Khuchit Shonkhor,kg,2200
43747.00,Yellow Rice,0,Max/M Mart,kg,
43747.00,Yellow Rice,0,Mercury/Ikh Nayad,kg,
43747.00,Yellow Rice,0,Nomin,kg,
43747.00,Yellow Rice,0,Orgil,kg,
43747.00,Yellow Rice,0,Sansar,kg,
43747.00,Yellow Rice,0,Saruul,kg,
43747.00,Yellow Rice,0,Tavan Erdene,kg,3000
43747.00,Yogurt,0,Bars,liter,2400
43747.00,Yogurt,0,Bayanzurkh,liter,2500
43747.00,Yogurt,0,Bumbugur,liter,2500
43747.00,Yogurt,0,Emart,liter,2480
43747.00,Yogurt,0,Kharkhorin,liter,2400
43747.00,Yogurt,0,Khuchit Shonkhor,liter,2400
43747.00,Yogurt,0,Max/M Mart,liter,2420
43747.00,Yogurt,0,Mercury/Ikh Nayad,liter,2800
43747.00,Yogurt,0,Nomin,liter,
43747.00,Yogurt,0,Orgil,liter,2520
43747.00,Yogurt,0,Sansar,liter,2420
43747.00,Yogurt,0,Saruul,liter,
43747.00,Yogurt,0,Tavan Erdene,liter,2500
43754.00,"Altan Taria Flour, First Grade",1,Bars,kg,1100
43754.00,"Altan Taria Flour, First Grade",1,Bayanzurkh,kg,1100
43754.00,"Altan Taria Flour, First Grade",1,Bumbugur,kg,1100
43754.00,"Altan Taria Flour, First Grade",1,Emart,kg,1115
43754.00,"Altan Taria Flour, First Grade",1,Kharkhorin,kg,1050
43754.00,"Altan Taria Flour, First Grade",1,Khuchit Shonkhor,kg,1100
43754.00,"Altan Taria Flour, First Grade",1,Max/M Mart,kg,1145
43754.00,"Altan Taria Flour, First Grade",1,Mercury/Ikh Nayad,kg,
43754.00,"Altan Taria Flour, First Grade",1,Nomin,kg,1010
43754.00,"Altan Taria Flour, First Grade",1,Orgil,kg,1075
43754.00,"Altan Taria Flour, First Grade",1,Sansar,kg,1100
43754.00,"Altan Taria Flour, First Grade",1,Saruul,kg,
43754.00,"Altan Taria Flour, First Grade",1,Tavan Erdene,kg,1100
43754.00,"Altan Taria Flour, High Grade",0,Bars,kg,1400
43754.00,"Altan Taria Flour, High Grade",0,Bayanzurkh,kg,1400
43754.00,"Altan Taria Flour, High Grade",0,Bumbugur,kg,1400
43754.00,"Altan Taria Flour, High Grade",0,Emart,kg,1448
43754.00,"Altan Taria Flour, High Grade",0,Kharkhorin,kg,1350
43754.00,"Altan Taria Flour, High Grade",0,Khuchit Shonkhor,kg,1400
43754.00,"Altan Taria Flour, High Grade",0,Max/M Mart,kg,1490
43754.00,"Altan Taria Flour, High Grade",0,Mercury/Ikh Nayad,kg,
43754.00,"Altan Taria Flour, High Grade",0,Nomin,kg,1400
43754.00,"Altan Taria Flour, High Grade",0,Orgil,kg,1420
43754.00,"Altan Taria Flour, High Grade",0,Sansar,kg,1440
43754.00,"Altan Taria Flour, High Grade",0,Saruul,kg,
43754.00,"Altan Taria Flour, High Grade",0,Tavan Erdene,kg,1400
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Bars,kg,1100
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Bayanzurkh,kg,1100
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Bumbugur,kg,1100
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Emart,kg,1150
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Kharkhorin,kg,1050
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Khuchit Shonkhor,kg,1100
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Max/M Mart,kg,1170
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Mercury/Ikh Nayad,kg,1500
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Nomin,kg,1069
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Orgil,kg,1200
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Sansar,kg,1120
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Saruul,kg,
43754.00,"Altan Taria Packaged Flour, 1st Grade",0,Tavan Erdene,kg,1100
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bars,kg,800
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bayanzurkh,kg,900
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Bumbugur,kg,800
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Emart,kg,840
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Kharkhorin,kg,900
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Khuchit Shonkhor,kg,900
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Max/M Mart,kg,870
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Mercury/Ikh Nayad,kg,1200
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Nomin,kg,
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Orgil,kg,840
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Sansar,kg,850
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Saruul,kg,
43754.00,"Altan Taria Packaged Flour, 2nd Grade",0,Tavan Erdene,kg,900
43754.00,"Altan Taria Packaged Flour, High Grade",0,Bars,kg,1400
43754.00,"Altan Taria Packaged Flour, High Grade",0,Bayanzurkh,kg,1400
43754.00,"Altan Taria Packaged Flour, High Grade",0,Bumbugur,kg,1400
43754.00,"Altan Taria Packaged Flour, High Grade",0,Emart,kg,1480
43754.00,"Altan Taria Packaged Flour, High Grade",0,Kharkhorin,kg,1350
43754.00,"Altan Taria Packaged Flour, High Grade",0,Khuchit Shonkhor,kg,1400
43754.00,"Altan Taria Packaged Flour, High Grade",0,Max/M Mart,kg,1490
43754.00,"Altan Taria Packaged Flour, High Grade",0,Mercury/Ikh Nayad,kg,1800
43754.00,"Altan Taria Packaged Flour, High Grade",0,Nomin,kg,1419
43754.00,"Altan Taria Packaged Flour, High Grade",0,Orgil,kg,1450
43754.00,"Altan Taria Packaged Flour, High Grade",0,Sansar,kg,1460
43754.00,"Altan Taria Packaged Flour, High Grade",0,Saruul,kg,
43754.00,"Altan Taria Packaged Flour, High Grade",0,Tavan Erdene,kg,1400
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Bars,kg,1700
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Bayanzurkh,kg,1800
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Bumbugur,kg,1700
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Emart,kg,1510
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Kharkhorin,kg,1800
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Khuchit Shonkhor,kg,1800
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Max/M Mart,kg,1780
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Mercury/Ikh Nayad,kg,2000
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Nomin,kg,1479
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Orgil,kg,1730
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Sansar,kg,1500
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Saruul,kg,
43754.00,"Altan Taria Packaged Flour, Top Grade",0,Tavan Erdene,kg,1800
43754.00,"Apple, Fuji",0,Bars,kg,4000
43754.00,"Apple, Fuji",0,Bayanzurkh,kg,4000
43754.00,"Apple, Fuji",0,Bumbugur,kg,4000
43754.00,"Apple, Fuji",0,Emart,kg,
43754.00,"Apple, Fuji",0,Kharkhorin,kg,4000
43754.00,"Apple, Fuji",0,Khuchit Shonkhor,kg,4000
43754.00,"Apple, Fuji",0,Max/M Mart,kg,4500
43754.00,"Apple, Fuji",0,Mercury/Ikh Nayad,kg,
43754.00,"Apple, Fuji",0,Nomin,kg,4199
43754.00,"Apple, Fuji",0,Orgil,kg,
43754.00,"Apple, Fuji",0,Sansar,kg,4500
43754.00,"Apple, Fuji",0,Saruul,kg,
43754.00,"Apple, Fuji",0,Tavan Erdene,kg,4500
43754.00,Atar Brand Bread,0,Bars,each,1300
43754.00,Atar Brand Bread,0,Bayanzurkh,each,1300
43754.00,Atar Brand Bread,0,Bumbugur,each,1200
